,IDcliente,CHURN,GENERO_CLIENTE,ADULTO_MAYOR,CON_PAREJA,CLIENTE_CON_DEPENDIENTE,ANTIGUEDAD_CLIENTE,SERVICIO_TELEFONO,MULTIPLES_LINEAS,S_INTERNET,SEGURIDAD_ONLINE,RESPALDO_ONLINE,PROTECCION_DISPOSITIVOS,SOPORTE_TECNICO,TV_STREAMING,PELICULAS_STREAMING,CONTRATO,BOLETA_ELECTRONICA,METODO_PAGO,CARGO_MENSUAL,CARGO_TOTAL,Cuentas_Diarias
1569,2235-ZGKPT,Si,Mujer,0,Si,Si,4,Si,Si,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.85,239.55,1.7
1570,2236-HILPA,No,Hombre,0,Si,Si,62,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.65,1218.45,0.69
1571,2237-ZFSMY,Si,Mujer,0,No,No,39,Si,No,Fiber optic,Si,No,Si,Si,Si,No,One year,Si,Electronic check,95.55,3692.85,3.18
1572,2239-CFOUJ,No,Hombre,0,Si,Si,1,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,20.4,0.68
1573,2239-CGBUZ,No,Mujer,0,Si,No,51,Si,No,DSL,Si,Si,No,Si,No,No,One year,Si,Bank transfer (automatic),60.5,3145.15,2.02
1574,2239-JALAW,Si,Hombre,0,No,No,58,Si,Si,Fiber optic,No,Si,Si,No,Si,Si,One year,Si,Bank transfer (automatic),103.25,6017.65,3.44
1575,2240-HSJQD,No,Hombre,0,No,Si,38,Si,Si,Fiber optic,No,Si,No,No,No,No,Month-to-month,Si,Mailed check,81.85,3141.7,2.73
1576,2242-MFOTG,No,Hombre,0,No,No,33,Si,Si,Fiber optic,Si,No,No,No,No,No,One year,No,Bank transfer (automatic),80.1,2603.3,2.67
1577,2243-FNMMI,No,Hombre,0,No,No,20,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,415.4,0.65
1578,2245-ADZFJ,No,Mujer,0,Si,Si,31,Si,Si,DSL,No,Si,No,Si,Si,Si,Two year,No,Bank transfer (automatic),80.55,2471.6,2.68
1579,2249-YPRNG,Si,Mujer,0,Si,Si,20,Si,Si,Fiber optic,No,Si,Si,No,Si,Si,Month-to-month,Si,Bank transfer (automatic),105.85,2239.65,3.53
1580,2250-IVBWA,No,Hombre,0,Si,Si,64,Si,No,Fiber optic,Si,Si,No,No,No,No,Month-to-month,No,Electronic check,81.05,5135.35,2.7
1581,2251-PYLPB,No,Hombre,0,Si,No,72,Si,Si,DSL,Si,Si,Si,Si,No,Si,Two year,No,Credit card (automatic),79.55,5810.9,2.65
1582,2252-ISRNH,No,Hombre,0,Si,Si,9,Si,Si,Fiber optic,No,No,Si,No,Si,No,One year,Si,Electronic check,90.35,767.9,3.01
1583,2252-JHJGE,No,Hombre,0,No,No,61,Si,Si,Fiber optic,Si,No,Si,No,Si,Si,One year,No,Electronic check,104.0,6363.45,3.47
1584,2252-NKNSI,No,Hombre,0,No,Si,52,Si,Si,DSL,Si,Si,No,Si,Si,Si,Two year,Si,Mailed check,85.15,4461.85,2.84
1585,2253-KPMNB,No,Mujer,0,Si,Si,69,No,No phone service,DSL,Si,Si,Si,Si,No,No,Two year,No,Bank transfer (automatic),46.25,3121.4,1.54
1586,2254-DLXRI,No,Mujer,0,No,No,1,Si,Si,Fiber optic,No,Si,No,No,No,No,Month-to-month,Si,Mailed check,79.15,79.15,2.64
1587,2256-YLYLP,No,Hombre,0,Si,Si,68,Si,No,DSL,No,No,Si,Si,Si,Si,Two year,Si,Bank transfer (automatic),72.95,4953.25,2.43
1588,2257-BOVXD,No,Hombre,0,Si,No,14,Si,Si,DSL,No,No,No,Si,Si,No,Month-to-month,Si,Credit card (automatic),66.6,979.5,2.22
1589,2259-OUUSZ,No,Hombre,0,No,No,7,No,No phone service,DSL,No,No,Si,Si,No,No,One year,Si,Credit card (automatic),35.5,249.55,1.18
1590,2260-USTRB,Si,Mujer,1,No,No,2,Si,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Si,Bank transfer (automatic),70.2,115.95,2.34
1591,2262-SLNVK,No,Mujer,0,No,No,1,Si,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.1,70.1,2.34
1592,2263-SFSQZ,No,Hombre,0,Si,Si,51,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Si,Mailed check,24.95,1222.25,0.83
1593,2265-CYWIV,Si,Mujer,1,Si,No,4,Si,Si,Fiber optic,Si,No,No,No,Si,Si,Month-to-month,Si,Electronic check,99.6,347.65,3.32
1594,2266-FUBDZ,No,Hombre,0,Si,Si,15,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,278.85,0.64
1595,2266-SJNAT,No,Mujer,0,Si,No,72,Si,Si,Fiber optic,No,Si,Si,Si,Si,Si,One year,No,Credit card (automatic),109.15,7789.6,3.64
1596,2267-FPIMA,No,Hombre,0,Si,No,50,Si,Si,Fiber optic,Si,Si,No,No,No,Si,Month-to-month,Si,Credit card (automatic),94.4,4914.9,3.15
1597,2267-WTPYD,No,Mujer,1,Si,No,57,Si,Si,Fiber optic,No,Si,Si,No,No,Si,Month-to-month,No,Credit card (automatic),94.0,5438.95,3.13
1598,2270-CHBFN,No,Mujer,0,Si,No,44,Si,Si,Fiber optic,Si,Si,Si,Si,No,No,Month-to-month,Si,Credit card (automatic),95.1,4060.55,3.17
1599,2272-JKMSI,No,Mujer,0,Si,Si,62,Si,Si,Fiber optic,No,Si,Si,Si,Si,Si,One year,Si,Electronic check,110.8,6840.95,3.69
1600,2272-QAGFO,Si,Mujer,1,No,No,14,Si,Si,Fiber optic,No,No,No,No,No,No,Month-to-month,Si,Electronic check,74.3,1096.25,2.48
1601,2272-UOINI,No,Mujer,0,No,No,7,Si,No,DSL,Si,Si,No,Si,Si,Si,Month-to-month,Si,Electronic check,78.5,571.05,2.62
1602,2272-WUSPA,No,Mujer,0,Si,No,72,Si,Si,Fiber optic,Si,Si,Si,No,Si,Si,Two year,Si,Electronic check,110.75,7751.7,3.69
1603,2273-QCKXA,No,Hombre,0,No,No,1,Si,No,DSL,No,No,No,Si,No,No,Month-to-month,No,Mailed check,49.05,49.05,1.64
1604,2274-XUATA,No,Hombre,1,Si,No,72,No,No phone service,DSL,Si,Si,Si,Si,Si,Si,Two year,Si,Bank transfer (automatic),63.1,4685.55,2.1
1605,2275-RBYQS,No,Mujer,0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Month-to-month,Si,Mailed check,45.4,45.4,1.51
1606,2276-YDAVZ,Si,Mujer,0,No,No,3,Si,Si,Fiber optic,No,No,No,No,No,No,Month-to-month,Si,Credit card (automatic),75.1,270.7,2.5
1607,2277-AXSDC,No,Mujer,0,No,No,32,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.75,624.15,0.66
1608,2277-BKJKN,No,Mujer,1,Si,No,71,Si,No,Fiber optic,No,Si,Si,No,Si,Si,Two year,Si,Electronic check,99.2,7213.75,3.31
1609,2277-DJJDL,No,Hombre,1,Si,No,60,Si,Si,Fiber optic,No,No,No,Si,Si,Si,Month-to-month,Si,Electronic check,99.0,6017.9,3.3
1610,2277-VWCNI,No,Mujer,1,No,No,4,Si,Si,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.75,179.85,1.62
1611,2279-AXJJK,No,Hombre,0,Si,No,52,Si,Si,Fiber optic,No,Si,No,Si,No,Si,Month-to-month,Si,Credit card (automatic),95.65,5088.4,3.19
1612,2282-YGNOR,No,Mujer,0,No,No,29,Si,No,DSL,Si,No,Si,Si,No,No,One year,No,Credit card (automatic),58.0,1734.5,1.93
1613,2284-VFLKH,No,Hombre,0,Si,No,49,Si,No,Fiber optic,No,No,Si,Si,Si,Si,One year,Si,Credit card (automatic),99.25,4920.8,3.31
1614,2292-XQWSV,No,Hombre,0,Si,Si,40,No,No phone service,DSL,No,Si,Si,Si,Si,Si,One year,No,Mailed check,60.3,2448.5,2.01
1615,2293-IJWPS,No,Mujer,0,Si,No,57,Si,Si,Fiber optic,No,No,Si,No,Si,Si,One year,Si,Credit card (automatic),100.75,5985.0,3.36
1616,2294-DMMUS,No,Mujer,0,Si,Si,62,Si,Si,DSL,No,No,No,No,Si,Si,Month-to-month,Si,Credit card (automatic),70.45,4300.45,2.35
1617,2294-SALNE,No,Hombre,0,Si,Si,23,Si,No,Fiber optic,No,Si,Si,Si,No,No,One year,No,Mailed check,86.8,1940.8,2.89
1618,2296-DKZFP,No,Mujer,0,Si,No,65,Si,No,DSL,Si,Si,Si,No,No,Si,Two year,No,Bank transfer (automatic),71.0,4386.2,2.37
1619,2300-RQGOI,No,Mujer,0,No,No,38,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,741.5,0.67
1620,2302-ANTDP,Si,Mujer,1,Si,No,48,Si,Si,Fiber optic,Si,Si,Si,Si,Si,Si,Month-to-month,No,Electronic check,117.45,5438.9,3.92
1621,2302-OUZXB,No,Hombre,0,Si,No,72,Si,Si,DSL,No,Si,Si,No,Si,Si,Two year,No,Bank transfer (automatic),82.15,5784.3,2.74
1622,2303-PJYHN,No,Mujer,0,Si,No,2,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.85,52.0,0.66
1623,2305-MRGLV,No,Hombre,0,Si,No,28,Si,No,Fiber optic,No,No,No,Si,No,No,Month-to-month,No,Bank transfer (automatic),76.55,2065.4,2.55
1624,2307-FYNNL,No,Hombre,1,No,No,65,Si,Si,Fiber optic,Si,No,Si,Si,Si,Si,Two year,Si,Electronic check,109.05,7108.2,3.64
1625,2308-STERM,No,Mujer,0,No,No,2,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,61.05,0.65
1626,2309-OSFEU,Si,Hombre,0,No,No,10,No,No phone service,DSL,No,No,No,No,No,Si,Month-to-month,Si,Mailed check,33.9,298.45,1.13
1627,2311-QYMUQ,Si,Mujer,0,Si,Si,16,Si,No,Fiber optic,No,Si,Si,No,Si,No,Month-to-month,Si,Credit card (automatic),89.45,1430.25,2.98
1628,2314-TNDJQ,No,Mujer,0,Si,Si,72,No,No phone service,DSL,Si,Si,Si,Si,No,Si,Two year,No,Credit card (automatic),55.65,3880.05,1.86
1629,2316-ESMLS,No,Mujer,0,Si,Si,12,No,No phone service,DSL,Si,No,No,Si,No,No,One year,No,Credit card (automatic),33.15,444.75,1.1
1630,2320-JRSDE,Si,Mujer,0,Si,Si,1,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Si,Electronic check,19.9,19.9,0.66
1631,2320-SLKMB,No,Mujer,0,No,No,26,No,No phone service,DSL,No,No,Si,Si,Si,No,Month-to-month,Si,Credit card (automatic),44.45,1183.8,1.48
1632,2320-TZRRH,No,Mujer,0,No,No,20,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,403.15,0.65
1633,2320-YKQBO,No,Mujer,0,No,No,7,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,144.95,0.64
1634,2321-OMBXY,Si,Mujer,0,Si,Si,38,Si,No,DSL,Si,Si,No,Si,Si,Si,One year,No,Credit card (automatic),80.3,3058.65,2.68
1635,2322-VCZHZ,No,Hombre,1,Si,No,23,Si,No,Fiber optic,Si,Si,No,No,No,Si,Month-to-month,Si,Electronic check,90.0,2024.1,3.0
1636,2323-ARSVR,No,Hombre,0,Si,No,67,Si,No,Fiber optic,Si,Si,Si,Si,Si,Si,Two year,Si,Electronic check,111.05,7321.05,3.7
1637,2324-AALNO,No,Mujer,0,No,No,48,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.55,1203.95,0.82
1638,2324-EFHVG,No,Hombre,0,No,No,64,Si,Si,Fiber optic,No,Si,Si,No,Si,Si,Two year,Si,Bank transfer (automatic),104.4,6692.65,3.48
1639,2325-NBPZG,No,Mujer,0,No,No,3,Si,No,Fiber optic,Si,No,No,No,No,No,Month-to-month,Si,Electronic check,74.55,233.65,2.48
1640,2325-WINES,No,Mujer,0,No,No,32,Si,Si,Fiber optic,No,Si,Si,No,Si,Si,One year,Si,Credit card (automatic),104.05,3416.85,3.47
1641,2325-ZUSFD,Si,Mujer,0,Si,Si,57,Si,No,DSL,Si,No,No,No,Si,Si,One year,Si,Bank transfer (automatic),70.1,3913.3,2.34
1642,2330-PQGDQ,No,Hombre,0,Si,Si,51,Si,Si,Fiber optic,No,Si,No,Si,No,No,One year,No,Bank transfer (automatic),84.2,4299.75,2.81
1643,2332-EFBJY,Si,Hombre,0,No,No,16,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Si,Mailed check,19.7,342.4,0.66
1644,2332-TODQS,No,Mujer,0,No,No,48,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.05,1171.5,0.84
1645,2333-KWEWW,No,Hombre,0,No,No,18,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,388.6,0.67
1646,2335-GSODA,No,Hombre,0,No,Si,23,No,No phone service,DSL,Si,No,Si,Si,No,No,Two year,No,Mailed check,40.1,857.75,1.34
1647,2338-BQEZT,No,Mujer,0,No,No,55,Si,No,DSL,Si,No,No,No,No,No,Month-to-month,Si,Credit card (automatic),50.55,2832.75,1.68
1648,2342-CKIAO,No,Mujer,0,No,No,2,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,41.2,0.68
1649,2344-JMOGN,Si,Hombre,0,Si,No,9,Si,No,Fiber optic,No,Si,Si,Si,Si,No,Month-to-month,Si,Mailed check,94.85,890.6,3.16
1650,2346-CZYIL,No,Hombre,0,No,No,27,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.35,531.6,0.68
1651,2346-DJQTB,No,Mujer,0,No,No,35,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.15,812.5,0.8
1652,2346-LOCWC,No,Mujer,0,Si,Si,58,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1191.4,0.68
1653,2347-WKKAE,No,Hombre,0,Si,No,42,Si,Si,Fiber optic,Si,No,Si,No,No,Si,Month-to-month,Si,Electronic check,94.4,4014.6,3.15
1654,2348-KCJLT,No,Mujer,0,Si,No,44,Si,No,DSL,Si,Si,Si,No,No,No,One year,Si,Mailed check,61.5,2722.2,2.05
1655,2351-BKRZW,No,Mujer,0,Si,Si,43,Si,No,DSL,Si,No,Si,No,Si,Si,Two year,No,Bank transfer (automatic),75.2,3254.35,2.51
1656,2351-RRBUE,No,Mujer,0,Si,Si,7,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,134.05,0.69
1658,2357-COQEK,Si,Mujer,1,No,No,28,Si,Si,Fiber optic,No,No,Si,Si,Si,Si,Month-to-month,Si,Electronic check,103.3,2890.65,3.44
1659,2359-KLTEK,No,Mujer,0,Si,Si,41,Si,No,Fiber optic,No,No,Si,No,Si,Si,Month-to-month,Si,Bank transfer (automatic),94.9,3848.0,3.16
1660,2359-KMGLI,Si,Hombre,0,No,No,24,Si,Si,Fiber optic,No,Si,No,No,No,No,Month-to-month,Si,Electronic check,80.25,1861.5,2.68
1661,2359-QWQUL,Si,Mujer,0,Si,No,39,Si,No,Fiber optic,Si,No,Si,Si,Si,Si,One year,Si,Credit card (automatic),104.7,4134.85,3.49
1662,2360-RDGRO,No,Hombre,0,Si,No,65,Si,Si,Fiber optic,Si,No,Si,No,Si,Si,Month-to-month,Si,Electronic check,104.25,6812.95,3.48
1663,2361-FJWNO,No,Hombre,0,No,No,40,No,No phone service,DSL,No,Si,No,Si,No,No,One year,No,Credit card (automatic),36.0,1382.9,1.2
1664,2361-UPSND,No,Mujer,0,Si,No,46,Si,No,DSL,Si,Si,No,Si,No,Si,One year,No,Mailed check,70.6,3231.05,2.35
1665,2362-IBOOY,Si,Hombre,0,No,No,36,Si,Si,Fiber optic,No,No,No,No,No,Si,Month-to-month,Si,Electronic check,84.75,3050.15,2.82
1666,2363-BJLSL,No,Hombre,0,No,No,62,Si,No,DSL,No,Si,Si,Si,Si,Si,Month-to-month,Si,Bank transfer (automatic),80.4,4981.15,2.68
1667,2364-UFROM,No,Hombre,0,No,No,30,Si,No,DSL,Si,Si,No,Si,Si,No,One year,No,Electronic check,70.4,2044.75,2.35
1668,2368-GAKKQ,No,Mujer,0,No,No,70,Si,Si,Fiber optic,Si,Si,Si,Si,Si,Si,Two year,Si,Bank transfer (automatic),113.65,7939.25,3.79
1669,2369-FEVNO,No,Hombre,0,No,No,1,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Si,Mailed check,19.9,19.9,0.66
1670,2369-UAPKZ,Si,Hombre,0,No,No,5,Si,Si,Fiber optic,No,Si,Si,No,Si,Si,Month-to-month,No,Mailed check,104.1,541.9,3.47
1671,2371-JQHZZ,No,Hombre,0,Si,No,24,Si,Si,Fiber optic,No,No,No,No,Si,Si,Month-to-month,Si,Electronic check,93.0,2248.05,3.1
1672,2371-JUNGC,No,Hombre,0,No,No,11,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,208.0,0.68
1673,2371-KFUOG,No,Hombre,0,No,No,58,Si,No,Fiber optic,Si,Si,No,No,Si,Si,One year,No,Bank transfer (automatic),99.15,5720.95,3.3
1674,2372-HWUHI,Si,Hombre,0,No,No,2,Si,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,1.48
1675,2373-NTKOD,No,Hombre,0,No,No,8,Si,No,DSL,No,No,No,No,Si,Si,Month-to-month,Si,Electronic check,66.25,546.45,2.21
1676,2378-HTWFW,No,Hombre,1,No,No,35,Si,Si,Fiber optic,Si,No,No,No,No,Si,Month-to-month,No,Credit card (automatic),91.0,3180.5,3.03
1677,2378-VTKDH,No,Hombre,1,Si,No,65,Si,Si,Fiber optic,No,Si,Si,No,Si,Si,Month-to-month,Si,Electronic check,104.35,6578.55,3.48
1678,2378-YIZKA,No,Mujer,0,Si,Si,68,Si,No,DSL,Si,Si,Si,Si,Si,Si,Two year,Si,Credit card (automatic),85.0,5607.75,2.83
1679,2379-ENZGV,Si,Hombre,0,No,No,6,Si,No,Fiber optic,No,Si,No,No,Si,No,Month-to-month,Si,Electronic check,84.85,523.5,2.83
1680,2379-GYFLQ,No,Hombre,0,No,No,46,Si,Si,Fiber optic,No,Si,Si,No,Si,No,One year,Si,Credit card (automatic),94.9,4422.95,3.16
1681,2380-DAMQP,No,Mujer,0,Si,No,72,Si,Si,Fiber optic,Si,Si,Si,Si,Si,Si,Two year,No,Electronic check,115.15,8349.7,3.84
1682,2382-BCKQJ,Si,Mujer,0,No,Si,62,Si,Si,Fiber optic,No,No,Si,No,Si,Si,One year,Si,Electronic check,100.15,6413.65,3.34
1683,2384-OVPSA,No,Mujer,1,No,No,38,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,735.9,0.67
1684,2386-LAHRK,Si,Hombre,0,No,No,1,Si,No,DSL,No,No,No,No,Si,No,Month-to-month,Si,Mailed check,53.5,53.5,1.78
1685,2386-OWURY,No,Mujer,0,No,No,58,Si,No,Fiber optic,No,No,No,Si,Si,Si,Month-to-month,Si,Electronic check,95.3,5817.7,3.18
1686,2387-KDZQY,No,Hombre,0,No,No,17,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Si,Mailed check,20.1,279.5,0.67
1687,2388-LAESQ,No,Mujer,1,Si,No,72,Si,Si,Fiber optic,Si,Si,Si,Si,Si,Si,Two year,Si,Bank transfer (automatic),114.85,8317.95,3.83
1688,2391-IPLOP,No,Hombre,0,Si,Si,50,Si,Si,DSL,No,No,Si,Si,Si,No,One year,Si,Electronic check,69.65,3442.15,2.32
1689,2391-SOORI,Si,Hombre,0,No,Si,4,Si,No,DSL,Si,No,No,No,No,No,Month-to-month,No,Electronic check,49.35,219.65,1.64
1690,2393-DIVAI,No,Mujer,0,No,No,3,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Si,Mailed check,20.0,61.7,0.67
1691,2397-BRLOM,Si,Hombre,1,Si,Si,8,Si,No,Fiber optic,No,No,No,No,Si,No,Month-to-month,Si,Credit card (automatic),80.45,583.45,2.68
1692,2398-YPMUR,Si,Mujer,1,Si,No,13,Si,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Si,Electronic check,70.15,916.75,2.34
1693,2400-FEQME,No,Hombre,0,Si,Si,55,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,1177.95,0.68
1694,2400-XIWIO,No,Mujer,0,Si,No,71,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Two year,No,Electronic check,90.1,6310.9,3.0
1695,2402-TAIRZ,No,Mujer,0,No,No,37,Si,No,Fiber optic,No,Si,Si,No,No,No,One year,No,Electronic check,80.05,3019.1,2.67
1696,2403-BCASL,Si,Hombre,1,Si,Si,41,Si,Si,Fiber optic,No,Si,Si,Si,Si,Si,One year,Si,Electronic check,111.95,4534.9,3.73
1697,2404-JIBFC,No,Mujer,0,Si,Si,55,Si,Si,DSL,Si,No,Si,Si,Si,Si,Two year,Si,Bank transfer (automatic),85.1,4657.95,2.84
1698,2405-LBMUW,No,Mujer,0,Si,Si,61,No,No phone service,DSL,Si,Si,No,Si,No,Si,One year,Si,Bank transfer (automatic),50.7,3088.75,1.69
1699,2408-PSJVE,No,Hombre,0,Si,Si,44,Si,No,DSL,No,Si,Si,Si,No,No,Month-to-month,Si,Mailed check,61.9,2924.05,2.06
1700,2408-TZMJL,Si,Hombre,0,Si,No,59,Si,Si,Fiber optic,Si,Si,Si,No,Si,Si,One year,Si,Electronic check,110.15,6448.05,3.67
1701,2408-WITXK,Si,Mujer,1,No,No,10,No,No phone service,DSL,No,No,No,No,No,Si,Month-to-month,Si,Electronic check,34.7,329.8,1.16
1702,2410-CIYFZ,No,Hombre,0,No,Si,2,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,42.9,0.68
1703,2418-TPEUN,No,Mujer,0,Si,Si,56,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Si,Credit card (automatic),19.8,1119.9,0.66
1704,2419-FSORS,No,Hombre,0,Si,No,72,Si,Si,Fiber optic,No,Si,Si,Si,Si,Si,Two year,Si,Electronic check,108.4,7719.5,3.61
1706,2424-WVHPL,No,Hombre,1,No,No,1,Si,No,Fiber optic,No,No,No,Si,No,No,Month-to-month,No,Electronic check,74.7,74.7,2.49
1707,2428-HYUNX,No,Hombre,1,Si,No,44,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Si,Credit card (automatic),19.35,847.25,0.64
1708,2428-ZMCTB,No,Hombre,0,No,No,10,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.75,208.25,0.66
1709,2429-AYKKO,No,Hombre,0,No,No,72,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1434.1,0.66
1710,2430-RRYUW,No,Hombre,0,No,No,66,Si,No,DSL,Si,Si,No,No,No,No,One year,Si,Mailed check,54.8,3465.7,1.83
1711,2430-USGXP,Si,Hombre,0,Si,No,24,Si,Si,Fiber optic,No,No,Si,No,Si,Si,Month-to-month,Si,Electronic check,101.05,2391.8,3.37
1712,2432-TFSMK,No,Hombre,0,No,No,18,Si,Si,Fiber optic,No,No,Si,No,Si,No,One year,Si,Credit card (automatic),89.6,1633.0,2.99
1713,2433-KMEAS,Si,Hombre,0,No,No,22,Si,Si,DSL,Si,No,No,No,No,No,Month-to-month,Si,Electronic check,54.45,1127.35,1.82
1714,2434-EEVDB,No,Mujer,0,Si,No,64,Si,Si,Fiber optic,Si,No,Si,No,Si,No,Two year,Si,Credit card (automatic),94.6,5948.7,3.15
1715,2436-QBZFP,No,Mujer,0,Si,Si,22,No,No phone service,DSL,No,Si,No,No,Si,No,Month-to-month,No,Electronic check,39.2,849.9,1.31
1716,2439-LYPMQ,No,Hombre,1,Si,No,38,Si,Si,Fiber optic,No,Si,Si,No,Si,Si,Month-to-month,Si,Electronic check,102.6,4009.2,3.42
1717,2439-QKJUL,No,Hombre,0,No,No,5,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,109.8,0.68
1718,2446-BEGGB,Si,Mujer,1,No,No,6,Si,Si,Fiber optic,No,Si,No,No,Si,Si,Month-to-month,Si,Electronic check,98.25,560.6,3.28
1719,2446-PLQVO,Si,Hombre,0,No,No,1,Si,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Si,Electronic check,70.3,70.3,2.34
1720,2446-ZKVAF,No,Hombre,0,Si,No,18,Si,Si,DSL,No,Si,No,No,No,No,Month-to-month,No,Credit card (automatic),56.8,1074.65,1.89
1721,2450-ZKEED,No,Mujer,0,No,No,11,Si,No,DSL,No,No,Si,Si,No,No,One year,No,Bank transfer (automatic),53.8,651.55,1.79
1722,2451-YMUXS,No,Hombre,1,No,No,67,Si,Si,DSL,Si,Si,No,Si,No,No,Two year,Si,Bank transfer (automatic),64.55,4250.1,2.15
1723,2452-KDRRH,No,Hombre,1,No,No,67,Si,Si,Fiber optic,No,No,Si,No,Si,Si,Month-to-month,Si,Credit card (automatic),101.4,6841.05,3.38
1724,2452-MRMZF,No,Mujer,1,Si,No,72,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Si,Credit card (automatic),25.7,1937.4,0.86
1725,2452-SNHFZ,No,Mujer,0,No,No,47,Si,No,Fiber optic,Si,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.45,3545.1,2.52
